github_url,file_path,signature,static_match
github.com/HolyWu/vs-midas,vsmidas/backbones/beit.py,timm.create_model;timm.create_model;timm.create_model,timm/beit_large_patch16_512.in22k_ft_in22k_in1k;timm/beit_large_patch16_384.in22k_ft_in22k_in1k;timm/beit_base_patch16_384.in22k_ft_in22k_in1k
github.com/deforum-art/sd-webui-deforum,scripts/deforum_helpers/src/midas/backbones/swin.py,timm.create_model,timm/swin_large_patch4_window12_384.ms_in22k_ft_in1k
github.com/rmcong/Hybrid-Label-SOD_TCSVT2022,net.py,timm.create_model,timm/resnet50.a1_in1k
github.com/PeterouZh/CIPS-3Dplusplus,exp/cips3d/models/vgg_per_loss.py,timm.create_model;timm.create_model;timm.create_model,timm/vgg16.tv_in1k
github.com/IIT-PAVIS/Positional_Diffusion,puzzle_diff/model/backbones/darknet_TransfConv.py,timm.create_model,timm/cspdarknet53.ra_in1k
github.com/layer6ai-labs/dgm-eval,dgm_eval/models/inception.py,timm.create_model,timm/inception_v3.tv_in1k
github.com/devsapp/fc-stable-diffusion-plus,src/code/sd-resource/extensions/sd-webui-deforum/scripts/deforum_helpers/src/clipseg/models/vitseg.py,timm.create_model,timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/boostcampaitech2/image-classification-level1-23,model/model.py,timm.create_model;timm.create_model,timm/tf_efficientnet_b4.ns_jft_in1k
github.com/gangweiX/CGI-Stereo,models/CGI_Stereo.py,timm.create_model,timm/mobilenetv2_100.ra_in1k
github.com/deforum-art/sd-webui-deforum,scripts/deforum_helpers/src/midas/backbones/levit.py,timm.create_model,timm/levit_384.fb_dist_in1k
github.com/deforum-art/sd-webui-deforum,scripts/deforum_helpers/src/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/yu-takagi/StableDiffusionReconstruction,codes/diffusion_sd2/stablediffusion/ldm/modules/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/ThereforeGames/txt2mask,repositories/clipseg/models/vitseg.py,timm.create_model,timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/Chris-hughes10/pytorch-accelerated,examples/vision/using_timm_components/train_mixup_ema.py,timm.create_model,timm/resnet50d.ra2_in1k
github.com/tue-mps/cts-segmenter,policynet/policynet/net.py,timm.create_model,timm/efficientnet_lite0.ra_in1k
github.com/quatpv/GNN,models.py,timm.create_model,timm/efficientnet_b0.ra_in1k
github.com/zcxey2911/ControlNet_py3.10_cpu_NoConda,annotator/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/Theia-4869/BiCross,DPT/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/kyegomez/Finetuning-Suite,Imagebind/BindDiffusion/ldm/modules/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/dreamflake/ODI,utils.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/inception_resnet_v2.tf_in1k;timm/inception_v3.tv_in1k;timm/inception_v4.tf_in1k
github.com/Ascend/ModelZoo-PyTorch,PyTorch/built-in/diffusion/stablediffusion-2.1/ldm/modules/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/GiangHLe/gans-evals,src/gans_eval/extractor.py,timm.create_model,timm/vgg16.tv_in1k
github.com/MAC-AutoML/PCL_AutoML_System,algorithm/classification/pytorch_automodel/image_classification/Compute_Flops.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/regnetx_032.tv2_in1k;timm/skresnext50_32x4d.ra_in1k;timm/mobilenetv2_120d.ra_in1k;timm/resnet26.bt_in1k;timm/mobilenetv2_100.ra_in1k
github.com/RobustBench/robustbench,robustbench/model_zoo/architectures/convstem_models.py,timm.models.create_model,timm/deit_small_patch16_224.fb_in1k
github.com/hwk0702/keras2torch,Computer_Vision/Finetuning_ViT_with_LoRA/main.py,timm.create_model,timm/vit_base_patch16_224.augreg2_in21k_ft_in1k
github.com/iart-ai/prompt2prompt,stablediffusion/ldm/modules/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/amiradridi/Job-Resume-Matching,venv/Lib/site-packages/transformers/models/levit/convert_levit_timm_to_pytorch.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/levit_128s.fb_dist_in1k;timm/levit_128.fb_dist_in1k;timm/levit_192.fb_dist_in1k;timm/levit_256.fb_dist_in1k;timm/levit_384.fb_dist_in1k
github.com/boostcampaitech2/semantic-segmentation-level2-cv-13,dpt/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/compphoto/IntrinsicFlashPhotography,models/altered_midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/ZhangYuanhan-AI/OmniBenchmark,linear_probe/models/timm_rn101.py,timm.create_model,timm/resnet101.a1h_in1k
github.com/rossjillian/cog-controlnet-11,annotator/zoe/zoedepth/models/base_models/midas_repo/midas/backbones/vit.py,timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/Jun-Pu/PAV-SOD,src/models/VIT.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/biasvariancelabs/aitlas,aitlas/models/hrnet.py,timm.create_model,timm/hrnet_w48.ms_in1k
github.com/Chris-hughes10/pytorch-accelerated,examples/vision/transfer_learning/pets_finetune.py,timm.create_model,timm/resnet50d.ra2_in1k
github.com/chaofengc/IQA-PyTorch,pyiqa/archs/ahiq_arch.py,timm.create_model;timm.create_model,timm/resnet50.a1_in1k;timm/vit_base_patch8_224.augreg2_in21k_ft_in1k
github.com/Liuxinyv/SAZS,model/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/h2oai/wave-image-styling-playground,img_styler/image_prompt/control_net/annotator/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/Georgefwt/Face-Landmark-ControlNet,annotator/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/juansensio/blog,070_pytorch_distributed/ddp.py,timm.create_model,timm/tf_efficientnet_b5.ns_jft_in1k
github.com/flyingsheepbin/pet-biometrics,v2_stage1/model_v2.py,timm.create_model,timm/tf_efficientnetv2_l.in21k_ft_in1k
github.com/EPFL-VILAB/3DCommonCorruptions,models/dpt/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/zhoudw-zdw/RevisitingCIL,utils/inc_net.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_base_patch16_224.augreg2_in21k_ft_in1k
github.com/4uiiurz1/kaggle-pku-autonomous-driving,lib/models/resnet_fpn.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/resnext50_32x4d.a1h_in1k;timm/resnext50d_32x4d.bt_in1k
github.com/JunHeum/BiFormer,model/twins_encoder.py,timm.create_model;timm.create_model,timm/twins_svt_large.in1k;timm/twins_svt_small.in1k
github.com/yuniw18/Joint_360depth,DPT/dpt/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/Sierkinhane/VisorGPT,demo/ControlNet/controlnet/ldm/modules/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/taimurhassan/rag-net-v2,Divs/VIT_AFFINITY_YTRUE.py,timm.create_model;timm.create_model,timm/vit_small_patch16_384.augreg_in21k_ft_in1k;timm/vit_small_patch32_384.augreg_in21k_ft_in1k
github.com/VQAssessment/BVQI,pyiqa/archs/ahiq_arch.py,timm.create_model;timm.create_model,timm/resnet50.a1_in1k;timm/vit_base_patch8_224.augreg2_in21k_ft_in1k
github.com/VideoCrafter/VideoCrafter,extralibs/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/patrickvonplaten/controlnet_aux,src/controlnet_aux/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/Mikubill/sd-webui-controlnet,annotator/zoe/zoedepth/models/base_models/midas_repo/midas/backbones/beit.py,timm.create_model;timm.create_model;timm.create_model,timm/beit_large_patch16_512.in22k_ft_in22k_in1k;timm/beit_large_patch16_384.in22k_ft_in22k_in1k;timm/beit_base_patch16_384.in22k_ft_in22k_in1k
github.com/Mostafa-EHD/Diabetic_Retinopathy_OCTA,Task2&3/5-fold_cross-validation_training/Task3_efficientnet_b2/fold4.py,timm.create_model;timm.create_model,timm/efficientnet_b2.ra_in1k;timm/efficientnet_b2.ra_in1k
github.com/Mostafa-EHD/Diabetic_Retinopathy_OCTA,Task2&3/Pseudo_label_learning/Task2/Task2_vgg19.py,timm.create_model;timm.create_model,timm/vgg19.tv_in1k;timm/vgg19.tv_in1k
github.com/nianticlabs/implicit-depth,experiment_modules/bd_model.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/resnext101_64x4d.c1_in1k;timm/seresnextaa101d_32x8d.sw_in12k_ft_in1k_288;timm/resnet18d.ra2_in1k
github.com/Mikubill/sd-webui-controlnet,annotator/zoe/zoedepth/models/base_models/midas_repo/midas/backbones/vit.py,timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/sagizty/MIL-SI,MIL/MIL_model.py,timm.create_model.state_dict;timm.create_model.state_dict;timm.create_model.state_dict;timm.create_model.state_dict;timm.create_model.state_dict;timm.create_model.state_dict;timm.create_model.state_dict;timm.create_model.state_dict;timm.create_model.state_dict;timm.create_model;timm.create_model,timm/swin_base_patch4_window7_224.ms_in22k_ft_in1k;timm/swin_base_patch4_window12_384.ms_in22k_ft_in1k
github.com/Fannovel16/comfy_controlnet_preprocessors,v11/zoe/zoedepth/models/base_models/midas_repo/midas/backbones/levit.py,timm.create_model,timm/levit_384.fb_dist_in1k
github.com/anvie/stable-headshot,extensions/sd-webui-controlnet/annotator/zoe/zoedepth/models/base_models/midas_repo/midas/backbones/beit.py,timm.create_model;timm.create_model;timm.create_model,timm/beit_large_patch16_512.in22k_ft_in22k_in1k;timm/beit_large_patch16_384.in22k_ft_in22k_in1k;timm/beit_base_patch16_384.in22k_ft_in22k_in1k
github.com/Ascend/ModelZoo-PyTorch,ACL_PyTorch/built-in/cv/EfficientNetV2_for_Pytorch/preprocess.py,timm.create_model,timm/efficientnetv2_rw_t.ra2_in1k
github.com/tsujuifu/pytorch_empirical-mvm,visbackbone/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/Mostafa-EHD/Diabetic_Retinopathy_OCTA,Task2&3/5-fold_cross-validation_training/Task2_vgg19/fold0.py,timm.create_model;timm.create_model,timm/vgg19.tv_in1k;timm/vgg19.tv_in1k
github.com/somepago/dbViz,model.py,timm.create_model;timm.create_model;timm.create_model,timm/vit_small_patch16_224.augreg_in21k_ft_in1k;timm/vit_small_patch16_224.augreg_in21k_ft_in1k
github.com/facebookresearch/DistDepth,dpt_networks/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/christianbrendel/diffusion-model-learnings,stablediffusion-repo/ldm/modules/midas/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/ashawkey/stable-dreamfusion,dpt.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
github.com/amro-kamal/ObjectPose,src/Models/Models.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/convnext_large.fb_in22k_ft_in1k;timm/convit_base.fb_in1k;timm/convit_small.fb_in1k;timm/vit_small_patch16_224.augreg_in21k_ft_in1k;timm/vit_base_patch16_224.augreg2_in21k_ft_in1k;timm/vit_large_patch16_224.augreg_in21k_ft_in1k;timm/swin_base_patch4_window7_224.ms_in22k_ft_in1k;timm/swin_base_patch4_window12_384.ms_in22k_ft_in1k;timm/swin_large_patch4_window7_224.ms_in22k_ft_in1k;timm/swin_large_patch4_window12_384.ms_in22k_ft_in1k;timm/deit_base_distilled_patch16_224.fb_in1k;timm/deit_small_distilled_patch16_224.fb_in1k
github.com/ML4SCI/DeepLense,DeepLense_Classification_Transformers_Archil_Srivastava/models/transformers/hybrid_swin.py,timm.create_model,timm/efficientnet_b3.ra2_in1k
github.com/mshukor/VLPCook,recipe1m/models/networks/image_networks/networks.py,timm.create_model;timm.create_model,timm/vit_base_patch16_224.augreg2_in21k_ft_in1k;timm/vit_base_patch16_224.augreg2_in21k_ft_in1k
github.com/27182812/ChatGLM-LLaMA-chinese-insturct,src/transformers/models/levit/convert_levit_timm_to_pytorch.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/levit_128s.fb_dist_in1k;timm/levit_128.fb_dist_in1k;timm/levit_192.fb_dist_in1k;timm/levit_256.fb_dist_in1k;timm/levit_384.fb_dist_in1k
github.com/IndoorAdventurer/ViTTransferLearningForArtClassification,rijks_torch/learning_problems/swin.py,timm.create_model;timm.create_model;timm.create_model,timm/swin_base_patch4_window7_224.ms_in22k_ft_in1k;timm/swin_small_patch4_window7_224.ms_in22k_ft_in1k;timm/swin_tiny_patch4_window7_224.ms_in1k
github.com/ChaosCodes/ProPETL,propetl-roberta/src/transformers/models/levit/convert_levit_timm_to_pytorch.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/levit_128s.fb_dist_in1k;timm/levit_128.fb_dist_in1k;timm/levit_192.fb_dist_in1k;timm/levit_256.fb_dist_in1k;timm/levit_384.fb_dist_in1k
github.com/NHERI-SimCenter/BRAILS,brails/legacy/modules/PytorchGenericModelClassifier/GenericImageClassifier.py,timm.create_model;timm.create_model,timm/vit_base_patch16_224.augreg2_in21k_ft_in1k
github.com/deforum-art/deforum-stable-diffusion,src/midas/vit.py,timm.create_model;timm.create_model;timm.create_model;timm.create_model;timm.create_model,timm/vit_large_patch16_384.augreg_in21k_ft_in1k;timm/vit_base_patch16_384.augreg_in21k_ft_in1k
